name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Графический дизайнер,"<p><strong>Требуемый опыт работы: 1–3 года</strong></p> <p><br />Привет! На связи SAMSA Agency — агентство цифровой рекламы. За 2 года на рынке мы разработали десятки успешных рекламных кампаний для таких клиентов, как Uzcard, Kapitalbank, Samarqand Darvoza и других.</p> <p>Мы ищем дизайнера на пятидневку. Работаем в офисе, недалеко от метро Пахтакор и Гафура Гуляма. Хороший дружный коллектив — у нас работают опытные специалисты и учатся молодые. Никакого сексизма, эйджизма и прочих старческих заскоков.</p> <p>Обязанности:<br />Подготовка имиджей для соцсетей, дизайна лендингов, рекламных баннеров, логотипов, упаковок, брендбуков.</p> <p>Требования:<br />Владение Photoshop и Illustrator обязательно. Corel Draw пригодится для подготовки файлов к печати.<br />Опыт работы с бесконечной лентой,<br />Идеально — если есть навыки видеомонтажа.</p> <p>Условия:<br />Офис в центре (ориентир — «Корзинка» на Абая).<br />Работаем в тройках «проджект–копирайтер–дизайнер», под руководством арт-директора и редактора.<br />График работы: 5/7, 09:00-19:00.</p> <p>Ждём ваши резюме в телеграме!</p>","Adobe Photoshop
Adobe Illustrator
CorelDRAW",between1And3,False,SAMSA AGENCY,3000000.0,10000000.0,False,UZS,Ташкент,2021-06-05T12:03:06+0300
Senior Graphic Designer,"<p>Pearmill is a young agency structured to excel at digital performance marketing. We&#39;re a diverse group of designers, marketers, and engineers working together to help grow some of the most iconic startups in the world.</p> <p>Our goal is to shift advertising towards a more trustworthy industry by producing beautiful, honest, and high-performing ads.</p> <p>We’re looking for a full-time graphic designer with experience creating designs for web. If you have previous experience with ads for Facebook, Instagram, Linkedin or Google, that’s a big plus.</p> <p>You’ll be working with the creative team responsible for designing beautiful, well-performing ads for our clients as well as contributing to shaping their brands in the paid social space.</p> <p><strong>What you&#39;ll do as a Graphic Designer:</strong></p> <p>* Work with clients to gain deep understanding of their brand and their audience</p> <p>* Think creatively and develop new design concepts that work in various digital formats</p> <p>* Compile ad storyboards for to be animated by our motion design team</p> <p>* Sync with the ad ops team to analyze the best performing elements in ads</p> <p>* Prepare rough drafts and present your ideas</p> <p>* Amend final designs to clients comments and gain full approval</p> <p>* Collaborate with other designers from Pearmill and clients’ teams</p> <p> </p> <p><strong>What you&#39;ll need to succeed:</strong></p> <p>* Intermediate English or higher</p> <p>* Background in digital graphic design — including a portfolio of your work.</p> <p>* Comfort with standard design software including Figma, Photoshop, Illustrator.</p> <p>* Curiosity about design analysis in order to find out which ads perform well and which elements in them are key to the ads’ success</p> <p>* Attention to detail and organization while managing tight deadlines and multiple projects</p> <p>* Comfort with collaborative culture while maintaining independence in managing your time and prioritization</p> <p>* Comfortable being available for urgent client requests.</p> <p> </p> <p><strong>What you&#39;ll find here:</strong></p> <ul> <li>Competitive salary based on experience level.</li> <li>Great Remote Culture</li> <li>Tight-knit, loving team.</li> <li>Distributed, remote, and global culture. We have people in New York, Kiev, St Petersburg, Moscow, Norway, Macedonia, Florida, and soon: where you live!</li> <li>Twice a month house cleaning budget!</li> <li>Indoor plant budget to make you feel like you live in a jungle.</li> <li>We&#39;ll invest in your learning! Books, seminars, courses, and coaches.</li> </ul>","Английский язык
Adobe Photoshop
Figma
Branding
Adobe Illustrator
Social media
Instagram
Graphic Design
Teamplayer",noExperience,False,Pearmill Inc.,120000.0,300000.0,False,RUR,Москва,2021-06-07T11:06:36+0300
Дизайнер/декоратор-иллюстратор,"<p>В наш дружный коллектив очень нужен креативный, талантливый, идейный, трудолюбивый, не боящийся трудностей дизайнер.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Отрисовка эскизов свадебного декора в компьютерных программах: Photoshop, CorelDraw, а также акварелью. Разработка дизайна свадебных пригласительных.</p> <p>Подготовка макетов к печати.</p> <p>Работа в мастерской, подготовка декораций к монтажу. Работа на выездах, оформление банкетных залов к свадьбам</p> </li> </ul> <strong>Требования:</strong> <ul> <li>Креативность, фантазия!!! Наличие профильного образования, аккуратность, исполнительность, пунктуальность, обязательность, умение рисовать, владение графическими компьютерными программами по дизайну. Наличие вкуса, творческого подхода, желание развиваться в данной сфере.</li> </ul> <strong>Условия:</strong> <ul> <li>Гибкий график работы. Возможность карьерного роста.</li> </ul>","Adobe Photoshop
CorelDRAW
Дизайн
Графический дизайн
Графика",between1And3,False,Экзотика DECOR,20000.0,35000.0,False,RUR,Омск,2021-06-07T20:54:04+0300
Мастер по ремонту и обслуживанию офисной/орг. техники,"<strong>Обязанности:</strong> <ul> <li>Выезд к клиенту домой или в офис (Консультирование, диагностика неисправностей техники, решение возникших технических проблем, заправка картриджей, мелкий ремонт на месте) Выписка документов о проделанной работе.</li> </ul> <strong>Требования:</strong> <ul> <li>обладать хорошим техническими знаниями в области офисной техники (принтера, МФУ, сканеры) их конфигурации и настройки;</li> <li>уметь выявлять аппаратные неисправности и производить замену комплектующих;</li> <li>умение замены и заправки картриджей (перепрошивка);</li> <li>Ключевые качества:</li> <li>коммуникабельность, тактичность, грамотная речь, умение корректно общаться с Клиентами;</li> <li>ответственность и аккуратность;</li> <li>готовность постоянно совершенствовать свои профессиональные навыки.</li> </ul> <strong>Условия:</strong> <ul> <li> <p>Оформление по договору с перспективой оформления в штат.</p> </li> <li> <p>График свободный (по договоренности).</p> </li> <li> <p>Оплата труда сдельная, % от сделки <strong>от 500 до 1500 рублей</strong> в месяц.</p> </li> <li> <p>Дополнительно: навыки работы с компьютерной техникой, сетевыми подключениями, установкой и настройкой ПО приветствуются.</p> </li> </ul>","Офисная техника
Пользователь ПК
Грамотная речь
Настройка ПК
Ремонт принтеров
Ремонт МФУ
Ремонт сканеров
Заправка картриджей
Диагностика принтеров
Обслуживание орг.техники",between1And3,False,Казак Д. А.,500.0,1500.0,False,BYR,Минск,2021-06-09T16:23:26+0300
Веб-дизайнер,"<p><strong>Ты будешь делать дизайн по продуманной структуре в одной из лучших студий в рынке Тильды. Работаем с 2016 года, делали сайты для НТВ, ОККО, МКБ-банка.</strong></p> <p> </p> <p><strong>Что супер-важно.</strong></p> <ul> <li>Минимум 3-5 дизайн-проектов в портфолио</li> <li>Базовое понимание маркетинга, чтобы правильно делать акценты</li> <li>Понимание, что такое визуальное повествование (не картинки ради картинок)</li> <li>Ответственность: пообещал, сделал, без оправданий</li> </ul> <p><br /><strong>Что нужно будет делать на проектах.</strong><br />В основном делать дизайн лендингов.<br />1. Создавать дизайн-концепцию на 3 экрана<br />2. Презентовать дизайн для менеджера проекта<br />3. Собирать референсы, подходящие под задачу<br />4. Придумывать и дизайнить простые схемы<br />5. Редактировать готовые иллюстрации<br />6. Верстать макеты в тильде и адаптировать<br />7. Делать все технические настройки для запуска сайта внутри Тильды<br /><br /><strong><em>Нужно будет дизайнить 4-6 проектов в месяц.</em></strong><br /><br /><strong>Что по условиям.</strong></p> <p><strong>+ Лучшие прототипы, которые ты видел</strong><br />+ Реально молодая команда, В среднем 25 лет<br />+ Работа полностью удалённая, собеседование тоже<br />+ Много свободы, минимальный контроль. Главное — результат<br />+ Полезные чек-листы для упрощения работы<br />+ Постоянный контакт с арт-диром, любые вопросы и просьбы<br />+ Развитие в виде обратной связи и полезных материалов<br /><br /><strong>Ищем человека в команду, но нужны спецы и на проекты.</strong></p>","Adobe Photoshop
Figma
Tilda
Лендинг
trello
Высокий уровень самоорганизации
Умение организовывать работу
Создание лендингов
Желание работать и зарабатывать",between1And3,False,Имя.,60000.0,100000.0,False,RUR,Воронеж,2021-06-10T12:57:03+0300
Менеджер по работе с блогерами/партнерами,"<p>Mers Academy - крупнейшая в СНГ онлайн-школа в автомобильном сегменте.<br />В связи с тем, что мы активно растем, нам необходим амбициозный и целеустремленный менеджер по работе с блогерами с опытом работы в онлайн-школах с перспективой роста!</p> <p><br />Ваши обязанности:<br />- Собирать блогеров, подходящих по тематике и связываться с ними;<br />- Ознакомить блогера с условиями работы, запросить реквизиты для оплаты;<br />- Составлять ТЗ для блогеров, а именно: планировать информацию для сторис; знакомить с примерами визуала; выстраивать даты и наиболее актуальное время для публикаций;<br />- Отслеживать факт выложенной рекламы у блогера (запись экрана);<br />- Проводить анализ выбранных вами блогеров по таблице;<br />- Анализировать отзывы и эффективность рекламы блогера;<br />- Составлять ТЗ для сотрудничества с блогерами (собрать информацию о нашем проекте с сайтами и отзывами, чтобы блогер мог изучить)<br />- Напоминать блогеру о публикациях за 2ое суток до их размещения;<br />- Запрашивать у блогера аналитику по рекламе;<br />- Анализировать деятельность блогера в сводной таблице - охваты, стоимость перехода и т.д.;<br />- При должной эффективности размещаться у блогера повторно - после согласования!</p> <p>Вы отличный кандидат для нас, если вы обладаете :<br />- Опытом работы на данной позиции от 6 мес;<br />- Грамотной устной и письменной речью;<br />- Умением грамотно поставить ТЗ;<br />- Быстрой обучаемостью и нацеленностью на результат;<br />*Навык работы в ГетКурсе будет Вашим преимуществом.</p> <p>Наши условия:<br />- Полностью удалённая работа!<br />- График 5/2 с 10:00 до 17:00 мск;<br />- Стабильные выплаты ЗП до 5 числа каждого месяца;<br />- Заработная плата от 40.000 руб. (5% от суммы продаж блогеров);<br />- Возможность профессионального и карьерного роста до руководителя PR-отделения!<br />- Обучение за счет компании.</p>","Грамотная речь
Работа с большим объемом информации
Деловая переписка
MS PowerPoint
Грамотность
Поиск информации в интернет
Удаленная работа
Умение общаться с людьми",between1And3,False,Mers Academy,25000.0,80000.0,False,RUR,Санкт-Петербург,2021-06-10T14:38:15+0300
3D-моделлер,"<p>Требуются специалисты для выполнения одной или нескольких задач в рамках интересного и перспективного проекта для крупного мирового производителя мебели. В офис, на полный рабочий день.</p> <p><strong>Задачи:</strong></p> <p>— Создание и настройка материалов для различных предметов интерьера. Требования к навыкам кандидата: уверенное знание 3ds Max, желательно знание Corona renderer;</p> <p>— Моделирование предметов интерьера. Требования к навыкам кандидата: уверенное знание 3ds Max;</p> <p><strong>Личные качества:</strong></p> <p>— Ответственность</p> <p>— Организованность</p> <p>— Опыт работы</p> <p>— Желание сотрудничать на постоянной основе</p> <p><strong>Условия работы:</strong></p> <p>Работа в офисе</p> <p>Оплата результатов по договоренности, в зависимости от сложности модели и ваших навыков</p> <p>Отправляйте ваше резюме со ссылками на портфолио на электронную почту</p> <p> </p>","3D Моделирование
Визуализация
3ds Max",between1And3,False,ZBRSK,30000.0,45000.0,False,RUR,Челябинск,2021-06-10T15:49:41+0300
Инженер по пожарной безопасности/Инженер по качеству,"<p><strong>Обязанности:</strong></p> <p>Требуется человек для проверки качества оказываемых услуг нашей организации, соблюдение действующих норм и проверка знаний наши сотрудников. Мы занимаемся монтажом, обслуживание, проектирование противопожарных систем в большей части монтаж и обслуживание пожарной сигнализации. В компании есть требования по монтажу их надо соблюдать и доносить информацию до сотрудников. Производить ежемесячный объезд объектов в Самаре и самарской области производить фото фиксацию и составлять акты по недочётом в выявленных в ходе обследования.</p> <ul> <li>ежемесячный объезд объектов по графику ;</li> <li>консультация заказчика в области пожарной безопасности по нормам и правилам ведения документации и соблюдения противопожарного режима;</li> <li>консультирование персонала компании на предмет пожарных норм</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы по обследованию объектов на предмет нарушения норм и правил монтажа пожарной сигнализации</li> <li>Высшее техническое образование (инженер по пожарной/промышленной безопасности);</li> <li>Навыки работы с проектной документацией и чертежами;</li> <li>Знание сводов правил, национальных стандартов, ГОСТов, Федеральных законов, руководящих документов и др. документов в области пожарной безопасности;</li> <li>Опыт работы (от 2 лет);</li> <li>Уверенный пользователь ПК;</li> </ul> <strong>Условия:</strong> <ul> <li>Стандартный график работы: 5/2 с 09:00 до 18:00 ;</li> <li>Официальное оформление по ТК РФ;</li> <li>Профессиональный и сплоченный коллектив</li> </ul>","Проектная документация
нормативно-техническая документация
Инженерные системы",between3And6,False,Аспект,40000.0,50000.0,False,RUR,Самара,2021-06-11T05:29:55+0300
Электромонтажник связи/сварщик оптических волокон,<strong>Обязанности:</strong> <ul> <li>сварка оптических волокон в муфтах и оптических кроссах/ВРМ;</li> <li>измерение оптических волокон;</li> <li>устранение аварий;</li> <li>расшивка медных витых пар;</li> <li>пуско-наладка оборудования.</li> </ul> <strong>Требования:</strong> <ul> <li>опыт сварки оптических волокон в муфтах до 264 волокон</li> <li>опыт сварки оптических кроссов от 8 до 64 портов</li> <li>умение пользоваться рефлектометром</li> </ul> <strong>Условия:</strong> <ul> <li>график работы 5/2 плавающий</li> <li>все оборудование выдает компания строго под отчет</li> <li>корпоративная сотовая связь</li> <li>компенсация ГСМ</li> </ul>,Мобильность,between1And3,False,ВОЛС-М,80000.0,100000.0,False,RUR,Королев,2021-06-11T18:31:25+0300
Frontend Developer (Remote),"<p>ennabl is here to revolutionize the insurance industry by pioneering the next big tech leap. We are combining collaboration and process with embedded intelligence to streamline the clutter of inefficient tools in the insurance industry.</p> <p>We are a groundbreaking startup in Greenwich, CT with a global team working tirelessly in multiple time zones. We are looking for teammates who are driven to help change an industry, in a revolutionary way!</p> <p><strong>Who we are looking for ?</strong></p> <p>Our ideal candidate will be a quick learner and able to work independently. They should be an excellent coder and have extensive experience in building modern SPA frontends.</p> <p><strong>Why join us ?</strong></p> <p>There are many reasons to join us, but here are just a few:</p> <ul> <li>At ennabl, we insist on the highest standards of code quality, we use only modern programming languages and libraries (no legacy code!) and we have a ton of interesting engineering problems to solve!</li> <li>Every employee is an OWNER and is offered company equity;</li> <li>Fully remote work - want to work from a cottage by the sea? Go for it!</li> <li>All employees receive best-in-class equipment (latest MacBook Pro, Apple keyboard/mouse/trackpad, etc.) - we ensure that our engineers are not hindered by outdated hardware;</li> <li>&quot;No Meetings Wednesday&quot; - All employees are guaranteed at least one day with no distractions with formal meetings - your time to code, code, code!</li> <li>If you reside outside of Ireland we provide an opportunity to relocate to our software development center in Dublin, Ireland and receive compensation in Euros;</li> </ul> <p><strong>Some technologies that we use</strong></p> <p>We use variety of modern tools for our frontend application, including:</p> <p>React JS, Typescript, NodeJS, GraphQL, Jest, Material UI, AWS Amplify.</p> <p><strong>Basic Qualifications</strong></p> <ul> <li>3+ years of relevant experience</li> <li>Excellent coding skills and understanding of CS fundamentals</li> <li>Excellent knowledge of modern frontend technologies: typescript/javascript, react/angularjs, redux, GraphQL, etc.</li> <li>Experience with unit-testing</li> <li>Experience with Node.js and the NPM package ecosystem</li> <li>Good writing and communication skills</li> <li>Ability to communicate in english (both writing and verbal)</li> <li><strong><em>Most important</em></strong>: ability to learn new technologies in short period of time</li> </ul> <p><strong>Preferred Qualifications</strong></p> <ul> <li>5+ years of relevant experience</li> <li>Experience building data-driven web applications</li> <li>Portfolio of previous projects</li> <li>Familiar emerging trends in desktop, web, and mobile app development</li> <li>Experience with deployments, dev ops, and / or AWS</li> </ul> <p> </p>","JavaScript
Node.js
TypeScript
Redux
React",between3And6,False,Ennabl Inc,3000.0,5500.0,True,USD,Санкт-Петербург,2021-06-15T14:42:39+0300
Специалист по IT,<strong>Обязанности:</strong> <ul> <li>ведение офиса от &quot;А&quot; до &quot;Я&quot; в части IT</li> <li>осуществление технической поддержки пользователей</li> <li>тестирование продукта компании</li> <li>тесная взаимосвязь с разработчиками программных продуктов компании</li> </ul> <strong>Требования:</strong> <ul> <li>опыт работы обязателен</li> <li>профессионализм</li> <li>ответственность</li> </ul> <strong>Условия:</strong> <ul> <li>оформление по ТК РФ</li> <li>работа на территории работодателя</li> </ul>,Работа в условиях многозадачности,between3And6,False,Телемедицина,45000.0,55000.0,False,RUR,Самара,2021-06-19T11:23:38+0300
Техник-программист,<strong>Обязанности:</strong> <ul> <li>Ремонт ПК</li> <li>Установка ПО</li> </ul> <strong>Требования:</strong> <ul> <li>Техническое образование</li> <li>Навыки программирования</li> <li>Желает служить</li> <li>Навыки работы с ОС</li> <li>Знание технической составляющей ПК</li> <li>Умение паять</li> <li>Должность военнослужащего</li> </ul>,"Ремонт ПК
Настройка ПК
Сборка ПК
Настройка ПО",noExperience,False,Викторов Александр Григорьевич,20000.0,40000.0,False,RUR,Курган,2021-06-20T13:32:13+0300
Angular Frontend разработчик,"<strong>Обязанности:</strong> <ul> <li>Уверенный опыт с Angular 2+</li> <li>Уверенный опыт во Front-end, Javascript</li> <li>Typescript</li> <li>Node</li> <li>Знание HTML5, CSS3 (SCSS), JS (ES5);</li> <li>Иметь представление об HTTP, AJAX, REST, JSON.</li> <li>Уверенное владение HTML, CSS</li> <li>Git, Docker</li> <li>Построение архитектуры приложений (Angular/Vue буде плюсом)</li> <li>Английский intermediate / upper</li> </ul> <strong>Требования:</strong> <ul> <li>Умение работать в команде</li> <li>Ответственность</li> <li>Исполнительность</li> <li>Ориентированные на результат и готовые внедрять свои идеи в технологии</li> <li>Умение самостоятельно решать поставленные задачи</li> </ul> <strong>Условия:</strong> <ul> <li>Полная занятость</li> <li>Удаленная работа</li> <li>зарплата согласо</li> </ul>","CSS3
HTML5
Java
Работа в условиях многозадачности",between3And6,False,Техспайр / TechSpire Ltd.,2800.0,3500.0,True,USD,Минск,2021-06-23T12:08:21+0300
Заведующей сектором электронных ресурсов,"<strong>Обязанности:</strong> <ul> <li>формировать фонд сектора электронных ресурсов библиотеки;</li> <li>организует оперативное информационное и библиотечное обслуживания читателей библиотеки;</li> <li>ведет базы данных сектора электронных ресурсов;</li> <li>анализирует интенсивность использования ресурсов сектора;</li> <li>обеспечивает систематическую адресную рекламу информационных ресурсов библиотеки.</li> </ul> <strong>Требования:</strong> <ul> <li>высшее образование, желательно опыт работы с базами и электронными ресурсами;</li> </ul> <strong>Условия:</strong> <ul> <li>5 дневная рабочая неделя с двумя выходными днями (суббота, воскресенье)</li> <li>с 9.00 до 18.30 / обеденный перерыв - с 13.00 до 14.30</li> </ul>","Пользователь ПК
Работа в команде
Грамотная речь
Поиск информации в интернет
Ответственность и исполнительность",noExperience,False,"Республиканская научно-техническая библиотека АФ, АО",120000.0,120000.0,True,KZT,Алматы,2021-06-24T13:42:36+0300
"Учитель информатики, математики, робототехники","<strong>Обязанности:</strong> <ul> <li>обучение информатике с 7 по 11 класс (нагрузка 18 часов)</li> <li>обучение математике (нагрузка 9 часов)</li> <li>подготовка к ЕГЭ, ОГЭ по информатике, математике (нагрузка обсуждается дополнительно)</li> <li>робототехника (нагрузка обсуждается дополнительно)</li> </ul> <strong>Требования:</strong> <ul> <li>профессиональное образование по профилю деятельности</li> <li>курсы повышения квалификации по робототехнике, желателен опыт работы в кружках робототехники, участие в конкурсах по робототехнике</li> <li>опыт подготовки к государственной итоговой аттестации по информатике</li> </ul> <strong>Условия:</strong> <ul> <li>первая (высшая) квалификационная категория желательны</li> <li>наличие мед.книжки</li> </ul> <p>Зарплата указана без северной надбавки. При наличии северного стажа зарплата будет увеличиваться!</p> <p>Возможны индивидуальные ежемесячные премии, увеличивающие зарплату.</p> <p>При условии качественной работы возможен переход на должность заместителя директора по информатизации</p> <p>Предоставляется жильё.</p> <p>Осуществляются меры государственной социальной поддержки при переезде.</p>","умение программировать в объеме, достаточном для подготовки учащихся 11 класса к ЕГЭ по информатике
умение программировать роботов (Лего разного уровня и др.)
3D-моделирование
управление квадрокоптерами",between1And3,False,МБОУ СОШ № 2 ПГТ. Шахтерск,45000.0,80000.0,False,RUR,Шахтерск (Сахалинская область),2021-06-28T02:44:49+0300
Senior System analyst,"<p>Osome - это сервис для предпринимателей, который помогает решать рутинные задачи по регистрации компаний, документообороту и сдаче отчётности. В нашей команде порядка 250 человек в пяти странах. Сейчас обслуживаем клиентов в Великобритании, Сингапуре, Гонконге.</p> <p>Мы растём, задач и вопросов становится больше. В наших планах - объединить вокруг себя системы электронной коммерции: от ведущих маркетплейсов со всего мира до служб курьерской доставки, чтобы максимально упростить бухгалтерское сопровождение для наших клиентов. В связи с этим мы расширяем команду и ищем системного аналитика.</p> <p><strong>Что нужно делать</strong></p> <ul> <li>Продумывать и проектировать логику интеграции с внешними веб-системами.</li> <li>Формулировать сценарии поведения системы и правила ее функционирования.</li> <li>Определять тест-кейсы, в соответствии с которыми мы будем понимать, что система хорошо решает свою задачу.</li> <li>Проверять насколько хорошо результаты разработки удовлетворяют сформулированным сценариям, планировать доработку.</li> <li>Формулировать задачи для разработчиков.</li> <li>При необходимости рисовать схемы/диаграммы потоков данных, сценариев взаимодействия и т.п.</li> <li>Оценивать возможности интеграций с новыми системами, искать и предлагать наиболее оптимальный подход к интеграциям.</li> </ul> <p><strong>Что надо уметь</strong></p> <ul> <li>Говорить и писать на английском языке на уровне не ниже Upper-Intermediate (B2). Это рабочий язык внутри компании, все наши операционные команды и клиенты говорят на английском. Документация также ведется на английском.</li> <li>Понимать HTTP, REST, JSON, SQL, структуры БД и все, что необходимо для проектирования веб-сервисов.</li> <li>Иметь опыт проектирования корпоративных систем и сервисов, написания проектных решений, составления структурных схем и диаграмм.</li> <li>Понимать принципы и уметь работать по Scrum.</li> <li>Обладать системным мышлением и глубокими аналитическими способностями.</li> <li>Анализировать документацию разного уровня детализации и проработки.</li> </ul> <p><strong>Условия</strong></p> <ul> <li>Удаленная работа с возможностью посещать офис на Менделеевской (коворкинг Work’n’Soda).</li> <li>Зарплата в долларах. 3500-4500 USD в месяц - в зависимости от уровня.</li> <li>Работа в компании без бюрократии - возможность претворять свои идеи в реальность.</li> <li>Развитие продукта на рынках Сингапура, Гонконга, Великобритании с перспективой расширения.</li> </ul>","Английский язык
SQL
Scrum
Системный анализ
Системная интеграция
Аналитическое мышление
REST
HTTP",between3And6,False,Osome,3500.0,4500.0,False,USD,Санкт-Петербург,2021-06-28T14:37:35+0300
Ведущий экономист отдела по работе с заказчиком и планированию производства,"<p>Обязанности:</p> <p>- формирование плана на поставку оборудования и металлоконструкций;</p> <p>- работа с заказчиком, оформление договорных отношений; согласование вопросов и разногласий;</p> <p>- подготовка тендерной документации для участия в тендерах;</p> <p>- составление отчетов об отгруженной продукции, ведение оперативного учета физических показателей;</p> <p>- планирование производственных объемов, контроль за выполнением плана;<br />Требования:</p> <p>- высшее профильное (экономическое) образование;</p> <p>- опыт работы по обозначенному направлению деятельности;</p> <p>- знание методов планирования работ, порядка планирования;</p> <p>- грамотная речь, умение вести деловой разговор;<br />Условия:</p> <p>- должностной оклад 45 000 рублей + КТА (переработка при наличии);</p> <p>- ежеквартальная премия (возможна по результатам работы);</p> <p>- работа в офисе, полная занятость, полный соц.пакет;</p> <p>- оформление по ТК РФ с испытательным сроком;</p> <p>- бесплатный комплексный обед за счет организации;</p> <p>Собеседование по адресу: ул. Алексеевская, д. 27, с 16.00 до 18.00 часов, отдел кадров, рабочие дни, приходить с документами;</p> <p>На собеседовании при себе иметь: резюме, трудовую книжку (либо её копию), документы об образовании (повышении квалификации), паспорт, военный билет (для военнообязанных),</p>","Деловая переписка
Пользователь ПК
Грамотная речь
Деловая коммуникация
Оперативное планирование
Умение работать в команде
Работа с документами
Документальное сопровождение
подготовка документов для участия в тендерах
Ведение деловой переписки
Телефонные переговоры
Работа с оргтехникой",between1And3,False,НПСК Нефтехимгаз,45000.0,67500.0,True,RUR,Нижний Новгород,2021-06-28T17:05:11+0300
SEO-специалист,"<p>В молодой быстрорастущий сервис нужен &quot;SEO специалист&quot;</p> <p><strong>Кого мы ищем:</strong></p> <p>Мы ищем SEO-специалиста с опытом разработки стратегии продвижения сайтов в поисковых системах и практическими навыками работы по SEO оптимизации.</p> <p>Основная задача: реализовывать продвижение сайта компании, оптимизировать, дорабатывать, повышать качество сайта, методов продвижения и создание сетки сателлитов на запросы конкурентов</p> <p><strong>Обязанности</strong></p> <p>Обеспечение видимости веб-сайтов компании на первой странице выдачи в поисковых системах и увеличение целевого поискового трафика на сайтах</p> <p>Работа с запросами конкурентов, создавая сетки сателлитов и продвижение их в топ 3</p> <p>Разработка стратегии продвижения сайта в поисковых системах,</p> <p>Внутренняя и внешняя оптимизация SEO-оптимизация сайтов</p> <p>Подготовка рекомендаций для продукта по улучшению позиций и конверсии</p> <p>Оптимизация страниц с целью увеличения целевых лидов с органики</p> <p>Регулярный аудитов ресурсов, обновление семантики и связанных страниц</p> <p>Работа с семантическими ядрами: сбор, очистка, разбивка, расширение, актуализация;</p> <p>Поиск и мониторинг технических SEO ошибок, подготовка ТЗ для разработки, контроль результатов</p> <p>Составление ТЗ , взаимодействие с IT специалистами и курирование технических доработок</p> <p>Контентная оптимизация (работа с кодом, метатегами, контентом сайта и т.п.)</p> <p>Контроль над KPI проекта (позиции, трафик, конверсии)</p> <p>Контроль работы подрядчиков</p> <p>Составление отчетов, мониторинг и анализ эффективности продвижения (аудит сайта и исследование конкурентов)</p> <p> </p> <p><strong>Обязательные требования</strong></p> <p>Кейсы SEO-оптимизации сайтов</p> <p>Аналитический склад ума</p> <p>Глубокие знания инструментов и SEO-сервисов и понимание принципов работы поисковых систем</p> <p>Знание HTML,+CSS</p> <p>Успешный опыт работы на позиции менеджера по SEO в агентстве или inhouse от 3х лет</p> <p>Умение пользоваться сервисами и программами для SEO продвижения</p> <p>Умение работать в режиме четких дедлайнов</p> <p>начните сопроводительное письмо со слов хочу в artproducts</p> <p> </p> <p><strong>Мы предлагаем:</strong></p> <p>Молодой, заряженный позитивом и целеустремленный коллектив, где каждый с удовольствием выполняет свою часть работы</p> <p>Первые 6 месяцев фиксированная зп, далее зп+% от успешно выведенных запросов в топ</p>","SEO оптимизация
Аудит поисковой видимости сайта
Составление семантического ядра
Внешняя оптимизация сайта
внутренний аудит сайта",between3And6,False,АРТПРОДУКТС-БЕЛ,700.0,1400.0,False,BYR,Гродно,2021-06-28T17:38:41+0300
